	ios_all_ratings	ios_current_ratings	ios_file_size	android_avg_rating	android_file_size	android_ratings_1	android_ratings_2	android_ratings_3	android_ratings_4	android_ratings_5	android_total_ratings
22-07-16 4:40	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 4:50	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 5:00	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 5:10	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 5:20	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 5:30	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 5:40	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 5:50	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 6:00	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 6:10	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 6:20	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 6:30	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 6:40	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 6:50	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 7:00	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 7:10	109777.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 7:20	109991.0	8196.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 7:30	109777.0	8435.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 7:40	109991.0	8435.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 7:50	109991.0	8435.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 8:00	109991.0	8435.0	110	3.9	58.0	211006.0	75228.0	125886.0	179345.0	779256.0	1370721.0
22-07-16 8:10	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 8:20	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 8:30	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 8:40	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 8:50	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 9:00	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 9:10	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 9:20	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 9:30	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 9:40	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 9:50	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
